"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32","fin46","fin47","fin48a","fin48b","fin48c","fin48d","fin48e","fin48f","fin49a","fin49b","fin49c","fin49d","fin49e","fin49f","fin50","fin51"
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125118187,0.660543568855599,1,19,2,4,1,2,0,1,1,1,1,1,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,2,3,2,3,1,2,2,,,,,,,,,2,1,1,3,2,2,,2,2,,2,2,1,2,2,2,2,,,,2,1,2,2,,,,2,2,,1,1,1,2,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,1,1,,1,1,1,,1,1,1,2,1,2,2,2,,,,,,,,,,2,,1,2,2,2,2,2,2,2,2,2,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125131525,0.777466173833273,1,26,1,5,2,1,0,0,0,0,1,1,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,2,1,,2,2,,2,2,1,,2,2,2,,,,2,2,2,2,,,,2,2,,1,1,2,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,2,2,,1,1,1,1,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125148509,0.713275062766668,2,43,2,3,1,1,1,0,1,0,0,1,4,4,4,4,0,4,3,0,1,2,2,3,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,2,3,1,2,,2,2,,2,,2,,2,2,2,,,2,1,2,2,2,,,,2,2,,1,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,2,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125255792,0.531982522559654,2,37,3,4,1,2,1,1,1,1,0,1,4,4,4,4,1,1,1,1,2,1,2,2,2,,1,2,1,2,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,,1,1,2,2,1,1,,2,2,,2,2,2,,2,2,2,,,2,1,2,3,1,2,1,1,1,1,2,,1,2,,1,1,2,,1,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,1,2,2,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125276631,0.328288035152885,2,32,2,5,1,2,1,0,1,0,1,1,1,4,4,4,1,4,3,1,2,2,2,2,3,,1,1,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,2,2,2,2,,2,2,,2,,1,,2,2,2,,,,2,3,4,2,,,,2,2,,4,2,1,3,2,,2,,1,2,,,,,1,1,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125332109,0.544496616503786,2,22,1,2,2,1,0,0,0,0,1,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,1,2,2,,2,,1,,2,2,1,,,,2,1,5,2,,,,,,,,,,,1,2,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125362661,0.847521503656011,2,20,2,5,1,1,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,7,,1,2,,,,,,,,,,,1,2,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,2,1,2,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125468623,0.25647029506696,1,46,3,5,2,2,1,1,1,1,1,1,4,4,4,4,1,1,1,1,2,2,2,4,4,2,4,2,2,2,,,,,,,,,,,2,2,3,1,2,2,,,,,,,,,2,1,1,3,2,2,,2,2,,2,2,1,2,2,2,2,,,,1,3,2,1,1,2,1,2,1,3,,1,2,,1,2,1,1,1,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125572038,2.49804205265329,1,69,1,3,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,1,8,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125716772,0.25324331197111,1,45,1,2,1,1,1,0,1,0,1,1,4,4,4,2,0,4,2,0,2,2,2,5,5,1,1,2,2,2,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,,1,4,1,2,,2,2,,2,,1,2,2,1,1,,,,5,1,5,2,,,,2,2,,1,2,2,,2,,1,2,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,4,1,1,,,,,,,,,,,,,,1,,1,1,,8,,,4,2,,2,2,,8,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125717184,0.328288035152885,2,28,3,5,1,2,0,1,1,1,0,0,4,4,4,4,0,2,2,1,2,,,,,,,,,,,,,,,,,,,2,1,4,2,1,2,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,1,3,4,2,,,,2,2,,4,2,2,,1,2,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125779726,0.25324331197111,2,45,3,5,1,2,0,0,0,0,0,1,4,4,4,4,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,5,2,1,,2,2,,2,2,2,,2,2,2,,,2,1,2,4,2,,,,1,1,2,,1,2,,1,1,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125829582,0.439560623769909,2,40,1,1,1,1,1,1,1,1,1,1,4,1,4,4,0,4,1,1,2,2,1,1,2,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,1,1,2,,1,2,2,2,1,2,,,1,1,4,2,,,,2,2,,5,2,2,,1,1,1,1,1,2,,,,,2,,,,,,,,,1,2,2,1,,,4,2,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,1,2,2,,2,1,,1,1,1,,1,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,125976645,0.25324331197111,1,20,2,3,1,1,0,1,1,1,1,1,4,4,4,1,0,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,1,,1,1,1,1,1,,,,1,2,5,1,1,1,,,,,,,,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,2,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,1,2,1,1,,1,2,,2,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126015998,2.49804205265329,1,41,1,5,2,2,0,0,0,0,0,0,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,2,2,,,,,,,,,,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,1,,1,1,,1,,2,1,2,,2,2,,2,2,2,,,,,2,2,2,2,2,8,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126252958,0.283037257304645,1,50,2,2,2,1,0,0,0,0,1,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,,1,,,,,2,2,,2,,1,2,2,2,1,,,,2,2,4,2,,,,,,,,,,,2,,1,2,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126253936,0.59983532552222,2,16,1,1,1,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,1,2,2,,,,2,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,0,2,1,2,2,2,2,2,2,1,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126378185,0.756436168090899,1,15,1,1,2,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,3,,,1,2,1,5,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,2,2,2,2,2,1,2,2,5,1,1,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,2,2,2,1,1,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126516893,0.809291747742449,2,64,2,4,2,2,1,1,1,1,1,1,4,4,1,4,0,1,1,1,1,2,2,2,2,,1,1,2,2,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,,1,1,2,2,1,2,,2,2,,2,2,2,,2,2,1,,,2,1,1,2,2,,,,2,2,,1,1,2,,1,1,1,1,1,1,1,1,,,2,,,,,,,,,2,1,1,2,,,2,2,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,2,2,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126527506,1.2256835256139,1,15,1,3,2,1,0,0,0,0,0,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,1,5,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,,,,,,,,,2,1,2,2,,2,2,2,1,2,2,2,2,2,,,,,,,,,,2,,1,2,2,2,2,2,2,2,2,3,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126567747,0.439509102016713,1,25,2,5,1,2,0,1,1,1,1,1,4,4,4,4,0,4,3,1,2,,,,,,,,,,,,,,,,,,,1,2,3,3,1,2,2,,,,,,,,,2,1,1,2,2,2,,2,2,,2,2,1,2,2,2,2,,,,2,3,2,2,,,,2,2,,4,2,2,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,2,2,,,,,1,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126772558,0.959267763663681,2,27,2,5,1,1,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,3,1,5,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,2,,2,2,,2,1,,1,1,2,,1,1,1,2,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126853457,0.446551858640738,2,36,2,2,2,1,0,0,0,0,0,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,2,2,2,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,2,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,2,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126912673,0.322535277330783,1,28,2,5,1,1,1,1,1,1,1,1,4,4,4,4,0,1,1,1,2,1,2,3,3,1,1,1,1,2,,,,,,,,,,,1,2,1,2,2,2,,,,,,,,,1,1,1,1,1,2,,2,2,,2,2,1,2,2,2,2,,,,1,1,2,2,,,,2,2,,1,1,2,,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,1,2,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,126969163,2.49804205265329,1,15,1,3,2,1,0,0,0,0,1,0,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,3,1,4,1,1,1,,,,,,,,,2,,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,2,2,2,2,2,2,2,2,,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,1,1,2,2,2,2,2,2,2,3,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127090417,2.12837637714364,2,20,1,4,2,2,0,0,0,0,0,0,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,1,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,4,1,2,2,,,,,,,,,2,,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,2,1,2,2,1,2,2,2,4,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,1,1,1,2,1,2,3,1,2,3,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127192945,0.855241275209205,1,18,2,5,1,2,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,2,,,,2,2,2,,2,,1,,2,1,2,,,,5,1,2,2,,,,,,,,,,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,1,2,1,1,,2,1,1,,2,2,2,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127317392,1.87340718289253,2,75,1,5,2,1,1,0,1,0,1,1,4,4,1,1,0,4,3,1,2,2,1,4,2,,2,2,1,2,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,3,,,,1,2,2,,2,,1,,1,2,1,,,,5,1,5,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,1,1,2,,,1,1,,1,1,2,,,2,4,0,1,,,,,,,,,,,,,,2,8,2,1,,2,,,8,2,,2,2,,8,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,2,4,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127431093,1.12794389829067,1,56,1,4,2,1,0,0,0,0,1,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,1,,,,,2,2,,2,,1,2,2,2,2,,,,7,,3,2,,,,,,,,,,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,8,2,,2,2,1,3,1,3,,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127460791,1.91348813123951,1,19,1,2,2,1,0,0,0,0,1,1,4,4,4,2,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,1,,,,,2,2,,2,,1,2,2,2,2,,,,7,,4,2,,,,,,,,,,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,4,0,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,2,2,2,,2,2,2,,,,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127490894,1.38984416958543,2,24,2,3,2,2,1,1,1,1,1,1,4,4,4,4,0,2,1,1,2,2,2,3,3,1,1,1,1,2,,,,,,,,,,,2,2,2,1,1,1,1,,,,,,,,1,1,2,3,2,2,,2,2,,2,2,1,,2,2,2,,,,1,2,3,1,1,1,1,2,2,,4,2,2,,1,1,1,1,1,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127499644,0.891671991458825,1,35,2,5,2,2,0,0,0,0,0,1,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,,1,1,2,2,,2,2,,2,,2,2,2,2,2,,,2,1,2,1,2,,,,,,,,,,,1,1,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127509003,0.25324331197111,1,37,3,5,1,1,1,1,1,1,1,1,4,4,4,4,0,1,1,1,2,1,2,2,2,,1,1,1,2,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,,1,1,2,2,2,2,,2,2,,1,2,2,,2,2,2,,,,1,3,3,2,,,,2,2,,5,1,2,,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127549556,1.15580064390191,2,40,1,2,2,1,1,0,1,0,1,1,1,2,4,4,0,4,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,1,,,,,2,2,,2,,2,2,2,2,1,,,2,7,,1,2,,,,,,,,,,,2,,2,,2,2,,,,,1,2,2,2,2,1,2,1,,1,2,2,2,1,,,,,2,,,,,,3,0,2,2,2,2,2,2,2,1,7,1,1,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127636095,1.02140293801158,1,15,1,5,2,1,0,0,0,0,1,0,4,4,4,2,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,1,5,2,,,,,,,,,,,2,,1,2,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,5,1,2,1,2,2,2,1,2,2,5,1,2,2,2,,,,,,,,,,,,,,,,,2,1,8,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,2,,2,2,2,2,2,2,2,2,1,1,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127653979,1.19967065104444,2,18,2,1,1,2,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,2,1,2,2,2,2,2,1,1,1,1,2,2,,,,,,,,,,,,,,,,,2,1,2,2,,1,2,1,1,2,2,2,2,2,,,,,,,,,,2,,2,2,2,1,2,2,2,2,2,2,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,127969090,1.13002867154135,2,18,1,1,2,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,3,,,1,2,1,5,3,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,7,0,2,1,2,2,2,2,2,2,1,1,1,2,8,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,2,2,2,2,2,1,2,2,2,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,128065800,0.431170951672643,2,37,2,5,1,2,0,0,0,0,1,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,,,,,2,2,,2,,1,2,2,2,2,,,,2,2,2,2,,,,,,,,,,,2,,2,,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,2,2,1,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,"Gambia, The","GMB","Sub-Saharan Africa (excluding high income)",1598990,128188120,0.531982522559654,2,42,2,4,1,2,1,1,1,1,1,1,1,4,4,4,0,1,1,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,,1,1,1,2,1,2,,2,2,,2,2,1,2,2,2,2,,,,1,1,1,2,,,,2,2,,1,1,2,,1,1,1,1,1,1,2,1,,,1,1,1,2,,,2,3,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
