month_period,data_source,o_food_price_index,index_MoM,hh_econ_rank
2012-04,Pseudo,0.6493103448275863,0.0048025613660618305,53.413508372128234
2012-05,Pseudo,0.6265517241379311,-0.035050451407328764,62.0253681322112
2012-06,Pseudo,0.6286206896551725,0.003302146395156802,53.74332566988678
2012-07,Pseudo,0.6558620689655172,0.043335161821173696,44.927038599334665
2012-08,Pseudo,0.6837931034482758,0.04258675078864349,45.090923299899266
2012-09,Pseudo,0.6875862068965518,0.00554715078164425,53.249746160200026
2012-10,Pseudo,0.6903448275862069,0.004012036108324679,53.58731024217938
2012-11,Pseudo,0.6962068965517241,0.008491508491508482,52.60166283067259
2012-12,Pseudo,0.6951724137931035,-0.0014858841010400026,54.79398857043118
2013-01,Pseudo,0.6917241379310345,-0.004960317460317443,55.55434782158427
2013-02,Pseudo,0.6910344827586207,-0.0009970089730807485,54.68685331251346
2013-03,Pseudo,0.7003448275862069,0.013473053892215647,51.50369404884665
2013-04,Pseudo,0.7162068965517241,0.022648941408173195,49.47888717433504
2013-05,Pseudo,0.7162068965517241,0.0,54.46825738354184
2013-06,Pseudo,0.7079310344827585,-0.011555127587867253,56.99175034932532
2013-07,Pseudo,0.7089655172413792,0.00146127618119829,54.147627316466554
2013-08,Pseudo,0.7010344827586207,-0.011186770428015524,56.91168898801311
2013-09,Pseudo,0.71,0.012788981800295085,51.654554816025076
2013-10,Pseudo,0.7386206896551724,0.04031083050024287,45.589800074684014
2013-11,Pseudo,0.7724137931034483,0.045751633986928164,44.398491605737114
2013-12,Pseudo,0.7758620689655172,0.0044642857142858094,53.487888531823856
2014-01,Pseudo,0.7751724137931034,-0.000888888888888939,54.66315454258872
2014-02,Pseudo,0.7751724137931034,0.0,54.46825738354184
2014-03,Pseudo,0.7806896551724138,0.007117437722420128,52.90420609612978
2014-04,Pseudo,0.7834482758620689,0.0035335689045934426,53.692471186793455
2014-05,Pseudo,0.7879310344827587,0.005721830985915721,53.211319579171445
2014-06,Pseudo,0.8551724137931035,0.08533916849015322,35.946719246486914
2014-07,Pseudo,0.8920689655172415,0.04314516129032264,44.96863623697944
2014-08,Pseudo,0.8748275862068966,-0.019327406262079627,58.67383248179336
2014-09,Pseudo,0.8741379310344828,-0.0007883326763894472,54.641112201959494
2014-10,Pseudo,0.8568965517241378,-0.019723865877712243,58.75923668751321
2014-11,Pseudo,0.8655172413793104,0.010060362173038406,52.256049661961654
2014-12,Pseudo,0.8717241379310345,0.007171314741035939,52.892346482018226
2015-01,Pseudo,0.8920689655172415,0.023338607594936667,49.326690519559264
2015-02,Pseudo,0.8948275862068965,0.0030923850019326515,53.7894148966173
2015-03,Pseudo,0.906896551724138,0.013487475915221703,51.500513271319484
2015-04,Pseudo,0.9189655172413793,0.013307984790874583,51.54009935671209
2015-05,Pseudo,0.9327586206896552,0.015009380863039379,51.164807394134534
2015-06,Survey,0.9255172413793104,-0.007763401109057377,56.16631320264416
2015-07,Pseudo,0.8644827586206897,-0.0659463487332339,69.99198068982069
2015-08,Pseudo,0.8551724137931035,-0.010769844435580378,56.25849445884944
2015-09,Pseudo,0.8989655172413793,0.05120967741935467,43.37907835245516
2015-10,Pseudo,0.8803448275862069,-0.020713463751438455,58.921037755996906
2015-11,Pseudo,0.9372413793103448,0.06462984723854293,40.32615882589174
2015-12,Pseudo,0.9217241379310345,-0.01655629139072845,58.071024188133954
2016-01,Pseudo,0.9286206896551724,0.007482229704451893,52.82536607682903
2016-02,Pseudo,0.9403448275862069,0.012625324916450076,51.6901980724808
2016-03,Pseudo,0.933448275862069,-0.00733406674000725,56.07280697036925
2016-04,Pseudo,0.9324137931034483,-0.0011082379017363087,54.71119101784584
2016-05,Pseudo,0.9248275862068965,-0.008136094674556227,56.24758378548825
2016-06,Pseudo,0.9289655172413793,0.004474272930648837,53.48568894774267
2016-07,Pseudo,0.9279310344827586,-0.0011135857461025411,54.7124049671445
2016-08,Pseudo,0.9286206896551724,0.0007432181345226052,54.305216755909804
2016-09,Pseudo,0.9372413793103448,0.009283327144448572,52.42725079629428
2016-10,Pseudo,0.9475862068965517,0.011037527593819041,52.04069593760911
2016-11,Pseudo,0.9658620689655172,0.019286754002911133,50.22092781285862
2016-12,Pseudo,0.9527586206896551,-0.013566583363084583,57.42841909612151
2017-01,Pseudo,1.0472413793103448,0.09916757148027511,33.127831788584835
2017-02,Pseudo,0.9724137931034482,-0.07145209087915705,69.4109059994737
2017-03,Pseudo,0.9562068965517242,-0.016666666666666607,58.099620268700114
2017-04,Pseudo,0.9531034482758621,-0.0032455824017310064,55.17932582360084
2017-05,Pseudo,0.9679310344827586,0.015557163531114249,51.04395457846762
2017-06,Pseudo,0.9748275862068966,0.007125044531528291,52.90253167198576
2017-07,Pseudo,0.9824137931034482,0.0077821011673151474,52.757880167601414
2017-08,Pseudo,0.9748275862068966,-0.0077220077220075956,56.15728660242962
2017-09,Pseudo,0.973103448275862,-0.0017686593562080688,54.85594188779267
2017-10,Pseudo,0.9806896551724137,0.007795889440113335,52.75484427273812
2017-11,Pseudo,0.9858620689655172,0.0052742616033756295,53.30977091897658
2017-12,Pseudo,0.9889655172413793,0.0031479538300105414,53.777205686450316
2018-01,Pseudo,0.9789655172413794,-0.01011157601115753,56.67783726417477
2018-02,Pseudo,1.0086206896551724,0.030292356463543335,47.79304791982641
2018-03,Pseudo,1.016896551724138,0.00820512820512831,52.664731080307604
2018-04,Pseudo,1.016896551724138,0.0,54.46825738354184
2018-05,Pseudo,1.0213793103448277,0.004408273991183487,53.500203238766886
2018-06,Pseudo,1.0179310344827586,-0.0033760972316003723,55.20788684949629
2018-07,Pseudo,1.03,0.01185636856368566,51.86018864068895
2018-08,Pseudo,1.0248275862068965,-0.005021760964178168,55.567776835448015
2018-09,Pseudo,1.0282758620689656,0.003364737550471286,53.72957202951309
2018-10,Pseudo,1.0306896551724138,0.0023474178403755097,53.953059148467354
2018-11,Pseudo,1.0658620689655172,0.03412512546001989,46.948984310751726
2018-12,Pseudo,1.0465517241379312,-0.018117114202523266,58.41286243916368
2019-01,Pseudo,1.1413793103448275,0.09060955518945613,34.86230407520706
2019-02,Pseudo,1.0455172413793103,-0.083987915407855,71.79908935732009
2019-03,Pseudo,1.0413793103448277,-0.003957783641160839,55.33514632837293
2019-04,Pseudo,1.043793103448276,0.0023178807947019653,53.959546083652334
2019-05,Pseudo,1.034137931034483,-0.009250082590023023,56.49029561521439
2019-06,Survey,1.0406896551724139,0.006335445148382579,53.07631174346877
2019-07,Pseudo,0.9589655172413794,-0.07852882703777342,65.36037984060452
2019-08,Pseudo,0.893448275862069,-0.0683207479323984,70.40969722641397
2019-09,Pseudo,0.8886206896551724,-0.005403319181783162,55.099135196345486
2019-10,Pseudo,0.8975862068965518,0.010089251067132432,52.418462754207354
2019-11,Pseudo,0.906896551724138,0.01037264694583162,52.135998804410534
2019-12,Pseudo,0.9186206896551724,0.012927756653992262,51.639510930265764
2020-01,Pseudo,0.9237931034482758,0.005630630630630629,53.226672108351124
2020-02,Pseudo,0.9389655172413793,0.01642403882045551,50.854117705025146
2020-03,Pseudo,0.9648275862068966,0.027543150936467198,48.39868352273077
2020-04,Pseudo,0.9951724137931034,0.03145103645461034,47.537890013864356
2020-05,Pseudo,1.0789655172413795,0.0841995841995844,36.18268995856633
2020-06,Survey,1.139310344827586,0.055928411633109354,42.18456293149622
2020-07,Pseudo,1.1755172413793102,0.03177966101694918,48.02233941464563
2020-08,Pseudo,1.206206896551724,0.026107362863009742,48.54659386650666
2020-09,Pseudo,1.2396551724137932,0.027730131503716615,48.40922385909855
2020-10,Pseudo,1.263793103448276,0.01947148817802491,50.16456294122735
2020-11,Pseudo,1.280344827586207,0.013096862210095539,51.59138833910119
2020-12,Pseudo,1.2906896551724139,0.008079719903043348,52.69091415168713
2021-01,Pseudo,1.3020689655172413,0.008816457387122556,52.530527892928156
2021-02,Pseudo,1.2958620689655171,-0.004766949152542388,55.51195032120293
2021-03,Pseudo,1.25,-0.03539116551357102,62.09714078972185
2021-04,Pseudo,1.2327586206896552,-0.013793103448275779,57.477526589406494
2021-05,Pseudo,1.2200000000000002,-0.010349650349650297,56.72964185689601
2021-06,Survey,1.2389655172413794,0.015545505935556703,51.04652548054881
2021-07,Pseudo,1.243103448275862,0.0033398274422486995,54.05095259012911
2021-08,Pseudo,1.2503448275862068,0.005825242718446644,53.09253564082061
2021-09,Pseudo,1.262758620689655,0.009928295642581242,52.31433728687813
2021-10,Pseudo,1.2734482758620689,0.008465319497542367,52.598576931331365
2021-11,Pseudo,1.316551724137931,0.03384782020037913,47.012697001504314
2021-12,Pseudo,1.3262068965517242,0.007333682556312393,52.85578881686297
2022-01,Pseudo,1.3296551724137933,0.0026001040041603307,53.8978066736312
2022-02,Pseudo,1.343448275862069,0.010373443983402453,52.18698249425622
2022-03,Pseudo,1.356551724137931,0.009753593429158158,52.32366674977457
2022-04,Pseudo,1.380344827586207,0.01753940010167776,50.606550974550565
2022-05,Pseudo,1.4248275862068966,0.03222583062702977,47.36710707795473
2022-06,Pseudo,1.4572413793103447,0.022749273959341565,49.456744461394706
2022-07,Pseudo,1.4855172413793103,0.01940369143398013,50.19511949835515
2022-08,Pseudo,1.51,0.016480965645311096,50.840122466656055
2022-09,Pseudo,1.5293103448275862,0.012788307832838575,51.65470345488987
2022-10,Pseudo,1.5355172413793103,0.0040586245772264995,53.57706933884371
2022-11,Pseudo,1.5465517241379312,0.007186166629238766,52.88907718443215
2022-12,Pseudo,1.553448275862069,0.004459308807134743,53.48898276496303
2023-01,Pseudo,1.5789655172413792,0.016426193118757038,50.852208458308176
2023-02,Pseudo,1.6058620689655172,0.01703428696221887,50.71802425485162
2023-03,Pseudo,1.6293103448275863,0.014601674898003125,51.25474935039118
2023-04,Pseudo,1.6137931034482758,-0.009523809523809601,56.54990026631609
2023-05,Pseudo,1.6293103448275863,0.009615384615384803,52.35409509069743
2023-06,Pseudo,1.676896551724138,0.029206349206349236,48.032408270014706
2023-07,Pseudo,1.713103448275862,0.021591610117211557,49.712234726843526
2023-08,Pseudo,1.7624137931034483,0.028784219001610323,48.1254670857914
2023-09,Pseudo,1.8017241379310345,0.02230483271375472,49.554828615202254
2023-10,Pseudo,1.836551724137931,0.019330143540669864,50.211351591153566
2023-11,Pseudo,1.859655172413793,0.01257979722117919,51.70068238070353
2023-12,Pseudo,1.890344827586207,0.016502874096050446,50.83528825425168
2024-01,Pseudo,1.8851724137931034,-0.0027362276541408326,55.06783635568049
2024-02,Pseudo,1.9251724137931034,0.02121821840131699,49.79464311297285
2024-03,Pseudo,1.896551724137931,-0.014866559197564078,57.710151643212185
2024-04,Pseudo,1.9706896551724138,0.039090909090909065,45.857495807026964
2024-05,Pseudo,1.9979310344827585,0.013823272090988548,51.426450759827546
2024-06,Survey,2.026206896551724,0.014152571625819954,51.353816353568206
2024-07,Pseudo,2.020344827586207,-0.0028931245745404954,55.51039357428843
2024-08,Pseudo,1.8848275862068964,-0.06707629288274453,68.44539453958112
2024-09,Pseudo,2.036551724137931,0.08049762166117835,36.98888965824151
2024-10,Pseudo,2.0582758620689656,0.01066711818489674,52.1108402467999
2024-11,Pseudo,2.06,0.0008376612497904556,54.28796745499108
2024-12,Pseudo,2.0679310344827586,0.003850016739203266,53.621866906205504
2025-01,Pseudo,2.083103448275862,0.007337001834250456,52.856194176149984
2025-02,Pseudo,2.0903448275862067,0.0034762456546928444,53.70497114599898
2025-03,Pseudo,2.100344827586207,0.004783899703068473,53.41764154741644
2025-04,Pseudo,2.1079310344827586,0.003611886389755403,53.67525079942853
2025-05,Pseudo,2.108965517241379,0.0004907574022572359,54.360610570110246
2025-06,Pseudo,2.1189655172413793,0.004741661216481452,53.426899179100154
2025-07,Pseudo,2.149655172413793,0.014483319772172543,51.28085815404801
2025-08,Pseudo,2.216551724137931,0.031119666345845287,47.61075837731427
2025-09,Pseudo,2.2624137931034483,0.020690728064716835,49.911062843148045
2025-10,Pseudo,2.2782758620689654,0.007011126352690189,52.92760699536673
2025-11,Pseudo,2.2782758620689654,0.0,54.46825738566129
2025-12,Pseudo,2.283103448275862,0.0021189647343726747,54.00322933720623
2026-01,Pseudo,2.2882758620689656,0.002265518803806099,53.971045581520535
2026-02,Pseudo,2.2979310344827586,0.00421940928270037,53.541724452950014
2026-03,Pseudo,2.3034482758620687,0.0024009603841534943,53.94129985022333
2026-04,Pseudo,2.2993103448275862,-0.001796407185628568,54.86202053354442
2026-05,Pseudo,2.2934482758620693,-0.002549490101979468,55.0269524708067
2026-06,Pseudo,2.3148275862068965,0.009321906480228348,52.418751690544006
2026-07,Pseudo,2.3165517241379314,0.0007448234768361317,54.30486485746481
